Numéro;Date;Montant;Etat;Tiers;Catégories;Sous-catégorie;Compte;Compte virement;Mode paiement;Ref. Paiement;Référence;Projets/Biens;Commentaire
2779;27/12/2023;-6,42;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2780;27/12/2023;6,42;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2781;27/12/2023;-0,55;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2782;27/12/2023;0,55;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2783;28/12/2023;-100,00;2;Retrait d'espèces;Autres dépenses;Dépenses à catégoriser;FrenchBanq;;Autre;;;;
2783;28/12/2023;-50,00;2;Retrait d'espèces;Divers;Cadeaux;FrenchBanq;;Autre;;;;
2784;28/12/2023;100,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2785;28/12/2023;-34,68;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2786;28/12/2023;-1,84;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2787;28/12/2023;1,84;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2788;28/12/2023;-3,22;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2789;28/12/2023;3,22;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2790;28/12/2023;-0,46;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2791;28/12/2023;0,46;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2792;29/12/2023;-7,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2793;29/12/2023;7,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2794;29/12/2023;-1,73;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2795;29/12/2023;1,73;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2796;29/12/2023;-31,48;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2797;29/12/2023;0,39;2;La Banque Postale;Placements;Intérêts;Livret A;;Autre;;;;
2798;01/01/2024;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
2799;02/01/2024;-500,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2800;02/01/2024;500,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2801;02/01/2024;-115,89;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2802;02/01/2024;115,89;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2803;02/01/2024;-83,23;2;Cora;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2804;02/01/2024;-28,75;2;Carre d'as;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2805;02/01/2024;1089,57;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
2806;02/01/2024;-1,57;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2807;02/01/2024;1,57;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2808;03/01/2024;-35,34;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2809;03/01/2024;-50,00;2;Retrait d'espèces;Autres dépenses;Dépenses à catégoriser;FrenchBanq;;Autre;;;;
2809;03/01/2024;-50,00;2;Retrait d'espèces;Divers;Cadeaux;FrenchBanq;;Autre;;;;
2810;03/01/2024;50,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2811;03/01/2024;-5,79;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2812;03/01/2024;5,79;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2813;03/01/2024;-1,44;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2814;03/01/2024;1,44;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2815;03/01/2024;-4,16;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2816;03/01/2024;4,16;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2817;03/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2818;03/01/2024;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2819;03/01/2024;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2820;03/01/2024;-10,40;2;Boulangerie;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2821;03/01/2024;-82,00;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2822;03/01/2024;-200,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2823;03/01/2024;200,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2824;04/01/2024;-0,52;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2825;04/01/2024;0,52;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2826;04/01/2024;-1,77;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2827;04/01/2024;1,77;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2828;04/01/2024;-4,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2829;04/01/2024;4,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2830;04/01/2024;-15,45;2;Carre d'as;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2831;04/01/2024;-11,20;2;Boulangerie;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2832;05/01/2024;-0,77;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2833;05/01/2024;0,77;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2834;05/01/2024;-0,56;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2835;05/01/2024;0,56;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2836;05/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2837;05/01/2024;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2838;05/01/2024;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2839;05/01/2024;-516,64;2;Sia;Abonnement/factures;Loyer;FrenchBanq;;Autre;;;;
2840;05/01/2024;-49,98;2;Free Internet;Abonnement/factures;Internet;FrenchBanq;;Autre;;;;
2841;06/01/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2842;08/01/2024;-6,70;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2843;08/01/2024;-118,80;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2844;08/01/2024;118,80;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2845;08/01/2024;-34,13;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2846;09/01/2024;-0,34;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2847;09/01/2024;0,34;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2848;09/01/2024;-5,94;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2849;09/01/2024;5,94;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2850;09/01/2024;-1,71;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2851;09/01/2024;1,71;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2852;10/01/2024;3945,66;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;FrenchBanq;;Autre;;;;
2853;10/01/2024;-20,90;2;Le ch'ti Fournil;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2854;10/01/2024;-31,14;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2855;11/01/2024;-1,05;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2856;11/01/2024;1,05;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2857;11/01/2024;-1,56;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2858;11/01/2024;1,56;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2859;11/01/2024;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2860;11/01/2024;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2861;11/01/2024;-11,65;2;Carrefour;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2862;11/01/2024;-87,98;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2863;11/01/2024;87,98;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2864;11/01/2024;-569,98;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2865;11/01/2024;569,98;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2866;12/01/2024;-206,61;2;Prêt auto;Transferts;Transfert;FrenchBanq;;Autre;;;;
2867;12/01/2024;206,61;2;FrenchBanq;Transferts;Transfert;Prêt auto;;Autre;;;;
2868;12/01/2024;-20,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2869;12/01/2024;20,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2870;12/01/2024;-1500,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2871;12/01/2024;1500,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2872;12/01/2024;-263,37;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2873;12/01/2024;263,37;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2874;12/01/2024;-13,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2875;12/01/2024;13,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2876;12/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2877;12/01/2024;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2878;12/01/2024;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2879;12/01/2024;-9,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
2880;12/01/2024;-32,76;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2881;12/01/2024;-123,90;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2882;13/01/2024;-93,40;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2883;13/01/2024;93,40;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2884;13/01/2024;-300,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2885;13/01/2024;300,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2886;13/01/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2887;15/01/2024;-0,58;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2888;15/01/2024;0,58;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2889;15/01/2024;-4,67;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2890;15/01/2024;4,67;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2891;15/01/2024;-4,40;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2892;15/01/2024;4,40;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2893;15/01/2024;-28,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2894;15/01/2024;28,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2895;15/01/2024;-1,64;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2896;15/01/2024;1,64;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2897;15/01/2024;-6,20;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2898;15/01/2024;6,20;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2899;15/01/2024;-15,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2900;15/01/2024;15,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2901;15/01/2024;-70,53;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
2902;15/01/2024;-43,34;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2903;16/01/2024;-3,53;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2904;16/01/2024;3,53;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2905;16/01/2024;-2,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2906;16/01/2024;2,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2907;17/01/2024;-60,04;2;Engie;Abonnement/factures;Electricité;FrenchBanq;;Autre;;;;
2907;17/01/2024;-93,00;2;Engie;Abonnement/factures;Chauffage;FrenchBanq;;Autre;;;;
2908;17/01/2024;-29,09;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2909;18/01/2024;-800,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2910;18/01/2024;800,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2911;18/01/2024;-1,45;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2912;18/01/2024;1,45;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2913;19/01/2024;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
2914;19/01/2024;-23,30;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2915;20/01/2024;-69,04;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2916;20/01/2024;-250,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2917;20/01/2024;250,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2918;20/01/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2919;22/01/2024;-1,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2920;22/01/2024;1,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2921;22/01/2024;-3,45;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2922;22/01/2024;3,45;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2923;22/01/2024;-12,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2924;22/01/2024;12,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2925;22/01/2024;-20,00;2;vdgc;Soins de la personne;Coiffeur/esthéticienne;FrenchBanq;;Autre;;;;
2926;22/01/2024;-23,40;2;Cora;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2927;23/01/2024;-1,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2928;23/01/2024;1,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2929;23/01/2024;-91,85;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2930;23/01/2024;-12,11;2;Amazon;Divers;Divers;FrenchBanq;;Autre;;;;
2931;23/01/2024;-1,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2932;23/01/2024;1,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2933;24/01/2024;-129,81;2;Action;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
2934;25/01/2024;-4,59;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2935;25/01/2024;4,59;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2936;25/01/2024;-0,61;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2937;25/01/2024;0,61;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2938;25/01/2024;-6,49;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2939;25/01/2024;6,49;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2940;25/01/2024;-100,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2941;25/01/2024;100,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2942;25/01/2024;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2943;25/01/2024;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2944;25/01/2024;-24,60;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2945;26/01/2024;-500,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2946;26/01/2024;500,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2947;26/01/2024;-1,23;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2948;26/01/2024;1,23;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2949;26/01/2024;-26,18;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2950;26/01/2024;-23,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2951;26/01/2024;-390,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2952;26/01/2024;-20,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2953;26/01/2024;20,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2954;26/01/2024;390,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2955;27/01/2024;-34,08;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2956;27/01/2024;-36,38;2;Leclerc Carburant;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2957;27/01/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2958;29/01/2024;-200,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2959;29/01/2024;200,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2960;29/01/2024;-1,31;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2961;29/01/2024;1,31;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2962;29/01/2024;-1,15;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2963;29/01/2024;1,15;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2964;29/01/2024;-19,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2965;29/01/2024;19,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2966;29/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2967;29/01/2024;-1,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2968;29/01/2024;1,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2969;29/01/2024;-1,70;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2970;29/01/2024;1,70;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2971;29/01/2024;-1,82;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2972;29/01/2024;1,82;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2973;29/01/2024;-23,00;2;Carre d'as;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2974;29/01/2024;-150,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2975;29/01/2024;150,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2976;30/01/2024;-1000,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2977;30/01/2024;1000,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2978;30/01/2024;-1,15;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2979;30/01/2024;1,15;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2980;30/01/2024;-7,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2981;30/01/2024;7,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2982;30/01/2024;-100,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2983;30/01/2024;100,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2984;30/01/2024;-200,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2985;30/01/2024;200,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2986;30/01/2024;-115,89;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2987;30/01/2024;115,89;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2988;31/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2989;31/01/2024;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2990;31/01/2024;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2991;31/01/2024;-200,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2992;31/01/2024;200,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2993;31/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2994;31/01/2024;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2995;31/01/2024;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2996;31/01/2024;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2997;31/01/2024;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2998;31/01/2024;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2999;31/01/2024;-5,79;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3000;31/01/2024;5,79;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3001;31/01/2024;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
3002;31/01/2024;-23,00;2;Au Lion;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
3003;31/01/2024;-30,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
3004;31/01/2024;30,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
3005;01/02/2024;1089,57;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
3006;01/02/2024;-1,15;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3007;01/02/2024;1,15;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3008;01/02/2024;-1,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3009;01/02/2024;1,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3010;01/02/2024;-100,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
3011;01/02/2024;100,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
3012;01/02/2024;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3013;01/02/2024;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3014;02/02/2024;-38,34;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
3015;02/02/2024;-12,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
3016;02/02/2024;-31,57;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
3017;02/02/2024;-96,40;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
3018;02/02/2024;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
3019;02/02/2024;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
3020;03/02/2024;-113,59;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
3021;03/02/2024;-150,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
3022;03/02/2024;150,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
3023;03/02/2024;-7,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3024;03/02/2024;7,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3025;03/02/2024;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
3026;05/02/2024;3779,58;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;FrenchBanq;;Autre;;;;
3027;05/02/2024;-1,92;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3028;05/02/2024;1,92;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3029;05/02/2024;-0,60;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3030;05/02/2024;0,60;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3031;05/02/2024;-1,58;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3032;05/02/2024;1,58;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3033;05/02/2024;-4,82;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3034;05/02/2024;4,82;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3035;05/02/2024;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
3036;05/02/2024;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
3037;05/02/2024;-5,68;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
