Numéro;Date;Montant;Etat;Tiers;Catégories;Sous-catégorie;Compte;Compte virement;Mode paiement;Ref. Paiement;Référence;Projets/Biens;Commentaire
2521;02/11/2023;-26,46;2;LIDL;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2522;02/11/2023;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2523;02/11/2023;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2524;02/11/2023;1138,73;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
2525;02/11/2023;-99,21;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2526;02/11/2023;-22,00;2;Atelier du Gourmet;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2527;02/11/2023;-11,00;2;Engie;Abonnement/factures;Electricité;FrenchBanq;;Autre;;;;
2527;02/11/2023;-11,68;2;Engie;Abonnement/factures;Chauffage;FrenchBanq;;Autre;;;;
2528;03/11/2023;-1,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2529;03/11/2023;1,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2530;03/11/2023;-1,46;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2531;03/11/2023;1,46;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2532;03/11/2023;-1,32;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2533;03/11/2023;1,32;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2534;05/11/2023;-70,60;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
2535;06/11/2023;-198,78;2;L'Olivier Assurance;Abonnement/factures;Assurance habitation;FrenchBanq;;Autre;;;;
2536;06/11/2023;-516,64;2;Sia;Abonnement/factures;Loyer;FrenchBanq;;Autre;;;;
2537;06/11/2023;-4,96;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2538;06/11/2023;4,96;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2539;06/11/2023;-1,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2540;06/11/2023;1,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2541;06/11/2023;-53,68;2;Cora;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2542;06/11/2023;-211,76;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2543;06/11/2023;211,76;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2544;07/11/2023;-200,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2545;07/11/2023;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2546;07/11/2023;-38,44;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2547;07/11/2023;-5,55;2;Carrefour;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2548;07/11/2023;-29,99;2;Free Internet;Abonnement/factures;Internet;FrenchBanq;;Autre;;;;
2549;07/11/2023;-10,59;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2550;07/11/2023;10,59;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2551;07/11/2023;-2,68;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2552;07/11/2023;2,68;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2553;07/11/2023;-1500,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2554;07/11/2023;1500,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2555;07/11/2023;3921,55;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;FrenchBanq;;Autre;;;;
2556;08/11/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2557;08/11/2023;-9,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
2558;08/11/2023;-1,92;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2559;08/11/2023;1,92;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2560;08/11/2023;-0,28;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2561;08/11/2023;0,28;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2562;09/11/2023;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2563;09/11/2023;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2564;09/11/2023;-157,60;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2565;09/11/2023;-11,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2566;09/11/2023;-14,15;2;Burger King;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2567;10/11/2023;-15,34;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2568;10/11/2023;-38,30;2;Relais d'allenes;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2569;10/11/2023;-206,61;2;Prêt auto;Transferts;Transfert;FrenchBanq;;Autre;;;;
2570;10/11/2023;206,61;2;FrenchBanq;Transferts;Transfert;Prêt auto;;Autre;;;;
2571;10/11/2023;-7,88;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2572;10/11/2023;7,88;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2573;10/11/2023;-0,55;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2574;10/11/2023;0,55;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2575;10/11/2023;-0,71;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2576;10/11/2023;0,71;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2577;12/11/2023;-200,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2578;12/11/2023;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2579;12/11/2023;-105,94;2;La Foire Fouille;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
2580;13/11/2023;-47,97;2;La Foire Fouille;Équipement du logement;Ameublement;FrenchBanq;;Autre;;;;
2581;13/11/2023;-2,40;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2582;13/11/2023;2,40;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2583;13/11/2023;-1,92;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2584;13/11/2023;1,92;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2585;13/11/2023;-0,77;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2586;13/11/2023;0,77;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2587;13/11/2023;-5,30;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2588;13/11/2023;5,30;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2589;15/11/2023;-50,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2590;15/11/2023;50,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2591;15/11/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2592;15/11/2023;-2,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2593;15/11/2023;2,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2594;15/11/2023;-3,53;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2595;15/11/2023;3,53;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2596;15/11/2023;-40,06;2;Relais d'allenes;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2597;16/11/2023;-33,48;2;Relais d'allenes;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2598;16/11/2023;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2599;16/11/2023;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2600;16/11/2023;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2601;17/11/2023;-200,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2602;17/11/2023;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2603;17/11/2023;-19,35;2;Mc Donald;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2604;17/11/2023;-1,67;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2605;17/11/2023;1,67;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2606;17/11/2023;-60,04;2;Engie;Abonnement/factures;Electricité;FrenchBanq;;Autre;;;;
2606;17/11/2023;-93,00;2;Engie;Abonnement/factures;Chauffage;FrenchBanq;;Autre;;;;
2607;20/11/2023;-40,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2608;20/11/2023;40,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2609;20/11/2023;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2610;20/11/2023;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2611;20/11/2023;-0,97;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2612;20/11/2023;0,97;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2613;20/11/2023;-70,43;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2614;20/11/2023;-10,90;2;Pharmacie Deslier;Santé;Pharmacie;FrenchBanq;;Autre;;;;
2615;20/11/2023;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
2616;21/11/2023;877,11;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2617;21/11/2023;-877,11;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2618;21/11/2023;-36,56;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2619;21/11/2023;-11,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2620;21/11/2023;-2,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2621;21/11/2023;2,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2622;21/11/2023;-0,55;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2623;21/11/2023;0,55;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2624;21/11/2023;-3,52;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2625;21/11/2023;3,52;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2626;22/11/2023;-100,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2627;22/11/2023;100,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2628;22/11/2023;-53,25;2;Carrefour;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2629;22/11/2023;-1,83;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2630;22/11/2023;1,83;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2631;22/11/2023;-0,55;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2632;22/11/2023;0,55;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2633;22/11/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2634;23/11/2023;-36,12;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2635;23/11/2023;-22,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2636;23/11/2023;-5,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2637;23/11/2023;5,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2638;23/11/2023;-2,66;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2639;23/11/2023;2,66;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2640;24/11/2023;-1,81;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2641;24/11/2023;1,81;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2642;24/11/2023;-1,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2643;24/11/2023;1,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2644;24/11/2023;-100,90;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2645;26/11/2023;-50,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2646;26/11/2023;50,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2647;26/11/2023;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2648;27/11/2023;-50,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2649;27/11/2023;50,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2650;27/11/2023;-33,05;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2651;27/11/2023;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2652;27/11/2023;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2653;27/11/2023;-5,05;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2654;27/11/2023;5,05;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2655;28/11/2023;-2,61;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2656;28/11/2023;-166,55;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2657;28/11/2023;-1,65;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2658;28/11/2023;1,65;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2659;29/11/2023;-35,11;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2660;29/11/2023;-0,13;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2661;29/11/2023;0,13;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2662;29/11/2023;-2,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2663;29/11/2023;2,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2664;29/11/2023;-8,33;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2665;29/11/2023;8,33;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2666;29/11/2023;-14,00;2;Intermarche Lavage;Auto/moto;Entretien/réparations;FrenchBanq;;Autre;;;;
2667;30/11/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2668;01/12/2023;-0,90;2;French Bank;Frais bancaires;Frais divers;FrenchBanq;;Autre;;;;
2669;01/12/2023;-200,00;2;Retrait d'Espèces;Transferts;Transfert;FrenchBanq;;Autre;;;;
2670;01/12/2023;200,00;2;FrenchBanq;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2671;01/12/2023;-26,70;2;Subway;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2672;01/12/2023;-23,48;2;Stokomani;Équipement du logement;Ordinateur et accessoires;FrenchBanq;;Autre;;;;
2673;01/12/2023;-14,31;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2674;01/12/2023;1138,73;2;REGARDBTP;Autres revenus;Complémentaire Santé;FrenchBanq;;Autre;;;;
2675;01/12/2023;-0,70;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2676;01/12/2023;0,70;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2677;01/12/2023;-1,76;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2678;01/12/2023;1,76;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2679;01/12/2023;-2,90;2;French Bank;Frais bancaires;Services / Abonnement;FrenchBanq;;Autre;;;;
2680;01/12/2023;-100,00;2;Catherine;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2681;01/12/2023;100,00;2;Retrait d'Espèces;Transferts;Transfert;Catherine;;Autre;;;;
2682;02/12/2023;-39,88;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2683;02/12/2023;-30,00;2;Banquet;Loisirs/culture/sport;Cinéma/spectacle;Retrait d'Espèces;;Autre;;;;
2684;02/12/2023;-5,00;2;Melvin;Divers;Cadeaux;Retrait d'Espèces;;Autre;;;;
2685;02/12/2023;-50,00;2;Catherine;Transferts;Transfert;Retrait d'Espèces;;Autre;;;;
2686;02/12/2023;50,00;2;Retrait d'Espèces;Transferts;Transfert;Catherine;;Autre;;;;
2687;04/12/2023;-41,52;2;Intermarche;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2688;04/12/2023;-1,99;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2689;04/12/2023;1,99;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2690;04/12/2023;-10,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2691;04/12/2023;10,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2692;04/12/2023;-1,34;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2693;04/12/2023;1,34;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2694;04/12/2023;-1,17;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2695;04/12/2023;1,17;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2696;04/12/2023;-0,72;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2697;04/12/2023;0,72;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2698;05/12/2023;-516,64;2;Sia;Abonnement/factures;Loyer;FrenchBanq;;Autre;;;;
2699;05/12/2023;-2,08;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2700;05/12/2023;2,08;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2701;05/12/2023;3711,41;2;LTC La tete cghercheuse;Traitements et salaires;Salaire net;FrenchBanq;;Autre;;;;
2702;06/12/2023;-30,99;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2703;06/12/2023;-39,99;2;Free Internet;Abonnement/factures;Internet;FrenchBanq;;Autre;;;;
2704;06/12/2023;-300,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2705;06/12/2023;300,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2706;07/12/2023;-9,99;2;Free Mobile;Abonnement/factures;Portable;FrenchBanq;;Autre;;;;
2707;07/12/2023;-1,55;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2708;07/12/2023;1,55;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2709;07/12/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2710;08/12/2023;-82,00;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2711;08/12/2023;-34,70;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2712;09/12/2023;-1800,00;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2713;09/12/2023;1800,00;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2714;09/12/2023;-70,53;2;L'Olivier Assurance;Auto/moto;Assurance Auto/moto;FrenchBanq;;Autre;;;;
2715;09/12/2023;-300,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2716;09/12/2023;300,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2717;09/12/2023;-278,67;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2718;09/12/2023;278,67;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2719;11/12/2023;-206,61;2;Prêt auto;Transferts;Transfert;FrenchBanq;;Autre;;;;
2720;11/12/2023;206,61;2;FrenchBanq;Transferts;Transfert;Prêt auto;;Autre;;;;
2721;11/12/2023;-1,74;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2722;11/12/2023;1,74;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2723;11/12/2023;-13,93;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2724;11/12/2023;13,93;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2725;11/12/2023;-3,53;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2726;11/12/2023;3,53;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2727;11/12/2023;-4,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2728;11/12/2023;4,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2729;12/12/2023;-33,13;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2730;12/12/2023;-13,80;2;Le Kiosque a pizza;Alimentation;Restaurant;FrenchBanq;;Autre;;;;
2731;13/12/2023;-1,66;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2732;13/12/2023;1,66;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2733;13/12/2023;-0,69;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2734;13/12/2023;0,69;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2735;14/12/2023;-200,00;2;Catherine;Transferts;Transfert;FrenchBanq;;Autre;;;;
2736;14/12/2023;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2737;14/12/2023;-29,50;2;Boulangerie;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2738;14/12/2023;-30,28;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2739;14/12/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2740;14/12/2023;-10,00;2;Friterie Regis;Alimentation;Restaurant;Retrait d'Espèces;;Autre;;;;
2741;15/12/2023;-1,51;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2742;15/12/2023;1,51;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2743;15/12/2023;-1,48;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2744;15/12/2023;1,48;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2745;17/12/2023;-32,89;2;Leclerc Carburant;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2746;17/12/2023;-116,69;2;Leclerc;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2747;18/12/2023;-1,64;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2748;18/12/2023;1,64;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2749;18/12/2023;-5,83;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2750;18/12/2023;5,83;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2751;18/12/2023;-60,04;2;Engie;Abonnement/factures;Electricité;FrenchBanq;;Autre;;;;
2751;18/12/2023;-93,00;2;Engie;Abonnement/factures;Chauffage;FrenchBanq;;Autre;;;;
2752;19/12/2023;-8,10;2;Boulangerie;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2753;19/12/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2754;20/12/2023;-200,00;2;SCP ZEHNDER-AMOU;Divers;Responsabilité civile;FrenchBanq;;Autre;;;;
2755;20/12/2023;-0,41;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2756;20/12/2023;0,41;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2757;20/12/2023;-30,23;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2758;20/12/2023;-22,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2759;21/12/2023;-200,00;2;Retrait d'espèces;Autres dépenses;Dépenses à catégoriser;FrenchBanq;;Autre;;;;
2759;21/12/2023;-50,00;2;Retrait d'espèces;Divers;Cadeaux;FrenchBanq;;Autre;;;;
2760;21/12/2023;200,00;2;FrenchBanq;Transferts;Transfert;Catherine;;Autre;;;;
2761;21/12/2023;-1,51;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2762;21/12/2023;1,51;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2763;21/12/2023;-1,10;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2764;21/12/2023;1,10;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2765;22/12/2023;-12,50;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2766;22/12/2023;12,50;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
2767;22/12/2023;278,67;2;Note de frais;Transferts;Transfert;FrenchBanq;;Autre;;;;
2768;22/12/2023;-278,67;2;FrenchBanq;Transferts;Transfert;Note de frais;;Autre;;;;
2769;22/12/2023;-128,45;2;Magik Tabac;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2770;22/12/2023;-30,11;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2771;22/12/2023;-11,00;2;La Civette;Alimentation;Café/Bar/Tabac;FrenchBanq;;Autre;;;;
2772;22/12/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2773;26/12/2023;-64,30;2;Leclerc Carburant;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2774;27/12/2023;-36,84;2;intermarche station;Auto/moto;Carburant;FrenchBanq;;Autre;;;;
2775;27/12/2023;-9,15;2;Boulangerie;Alimentation;Épicerie;FrenchBanq;;Autre;;;;
2776;27/12/2023;-60,00;2;Panouillot Stephane;Abonnement/factures;Service d'entretien;Catherine;;Autre;;;;
2777;27/12/2023;-1,51;2;Ma Tirelire;Transferts;Transfert;FrenchBanq;;Autre;;;;
2778;27/12/2023;1,51;2;FrenchBanq;Transferts;Transfert;Ma Tirelire;;Autre;;;;
